key,source
the game,Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-B
the garden,Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-A
the gasoline,Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-B
the gift,Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-A
the girl,Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-A
the grandfather,Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-A
the grandmother,Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-B
the grass,Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-B
the ground,Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-B
the gun,Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-A
the hair,Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-A
the half,Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-B
the hand,Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-A
the hat,Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-B
the head,Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-B
the heart,Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-B
the heat,Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-A
the hill,Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-B
the hole,Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-A
the horse,Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-A
the hospital,Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-B
the hotel,Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-B
the hour,Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-B
the house,Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-B
the human,Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-A
the husband,Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-A
the ice,Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-B
the image,Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-A
the inch,Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-A
the injury,Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-A
the inside,Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-A
the instrument,Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-A
the island,Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-B
